time,u,y_lineal,ydot_lineal,i_lineal,y,ydot,i,e
1.1824744,1.0120536,-0.0016905075,0.0042145575,0.51905108,-0.0016926737,0.0024330874,0.50341354,-2.1661942e-06
1.1878727,1.0115739,-0.0016774207,0.0041965372,0.51902884,-0.0016795915,0.0024140828,0.50338803,-2.1708064e-06
1.1924035,1.0096616,-0.0016664983,0.0041850933,0.51902504,-0.00166869,0.0023981778,0.5033693,-2.1916926e-06
1.1971912,1.009076,-0.0016550506,0.0041697553,0.51900718,-0.0016572482,0.0023815791,0.50334725,-2.1975976e-06
1.2030955,1.0092126,-0.0016410516,0.0041490007,0.518977,-0.0016432468,0.0023613353,0.50331881,-2.1952111e-06
1.2098105,1.0106338,-0.0016252891,0.0041226561,0.51893062,-0.0016274674,0.0023386169,0.50328461,-2.1782423e-06
1.2146307,1.0094173,-0.0016140431,0.0041091566,0.51891931,-0.0016162344,0.0023223349,0.50326401,-2.1912707e-06
1.2194509,1.0088284,-0.0016028821,0.0040943068,0.51890204,-0.0016050793,0.0023062124,0.50324249,-2.1972319e-06
1.2253037,1.0089486,-0.0015894436,0.0040744784,0.51887312,-0.0015916386,0.0022868477,0.50321516,-2.1950655e-06
1.2319301,1.0102273,-0.0015743777,0.004049559,0.51882952,-0.0015765574,0.0022652018,0.50318255,-2.1797473e-06
1.2379607,1.0116018,-0.0015607935,0.0040265811,0.51878803,-0.0015629569,0.0022457089,0.50315276,-2.1634386e-06
1.2428451,1.0097907,-0.0015498439,0.0040149807,0.51878309,-0.0015520271,0.0022298903,0.50313372,-2.1831871e-06
1.2473832,1.0086176,-0.0015397451,0.0040031115,0.51877368,-0.0015419409,0.0022153279,0.5031153,-2.1957971e-06
1.252674,1.0084256,-0.0015280674,0.0039866379,0.51875141,-0.0015302646,0.0021985432,0.50309201,-2.1972571e-06
1.259087,1.0090344,-0.0015140407,0.0039648747,0.51871645,-0.0015162303,0.0021784267,0.5030626,-2.1895534e-06
1.2656137,1.0110339,-0.0014999132,0.0039396839,0.51866768,-0.0015020794,0.0021582317,0.50303059,-2.1661723e-06
1.271012,1.0105626,-0.0014883038,0.0039239964,0.51864826,-0.0014904746,0.0021415596,0.50300789,-2.1707848e-06
1.2755428,1.0086574,-0.0014786118,0.0039144838,0.51864681,-0.0014808035,0.0021275856,0.50299151,-2.1916711e-06
1.2803305,1.0080793,-0.0014684548,0.0039011609,0.51863142,-0.0014706523,0.0021130019,0.50297193,-2.1975764e-06
1.2862348,1.0082249,-0.0014560342,0.0038828562,0.51860428,-0.0014582294,0.0020952077,0.50294652,-2.1951903e-06
1.2929499,1.0096563,-0.0014420496,0.0038592523,0.51856132,-0.0014442278,0.0020752297,0.50291574,-2.1782219e-06
1.2977701,1.0084471,-0.0014320685,0.0038476912,0.51855246,-0.0014342597,0.0020608858,0.50289757,-2.1912505e-06
1.3025902,1.0078654,-0.0014221631,0.0038347565,0.51853761,-0.0014243603,0.0020466782,0.50287847,-2.197212e-06
1.308443,1.0079943,-0.0014102368,0.003817223,0.51851164,-0.0014124318,0.0020296082,0.50285407,-2.1950459e-06
1.3150694,1.0092827,-0.0013968669,0.003794863,0.51847133,-0.0013990467,0.0020105214,0.50282476,-2.1797281e-06
1.3211,1.010666,-0.0013848117,0.0037741799,0.51843283,-0.0013869751,0.0019933229,0.50279795,-2.1634199e-06
1.3259845,1.0088619,-0.0013750904,0.0037644147,0.51843029,-0.0013772735,0.0019793394,0.5027813,-2.1831685e-06
1.3305226,1.0076954,-0.0013661247,0.0037542324,0.5184231,-0.0013683205,0.0019664637,0.5027651,-2.1957787e-06
1.3358134,1.0075109,-0.0013557585,0.0037397042,0.5184034,-0.0013579558,0.0019516241,0.50274437,-2.197239e-06
1.3422264,1.0081287,-0.0013433079,0.0037202689,0.51837154,-0.0013454974,0.0019338352,0.50271805,-2.1895356e-06
1.3487531,1.0101373,-0.0013307691,0.0036974146,0.51832591,-0.0013329353,0.0019159766,0.50268917,-2.1661549e-06
1.3541513,1.0096735,-0.0013204623,0.0036836357,0.51830905,-0.0013226331,0.0019012128,0.50266904,-2.1707677e-06
1.3586822,1.0077745,-0.0013118557,0.0036757087,0.51830975,-0.0013140473,0.0018888243,0.5026548,-2.1916542e-06
1.3634699,1.0072028,-0.0013028377,0.0036640456,0.51829662,-0.0013050353,0.0018759001,0.50263747,-2.1975597e-06
1.3693742,1.0073564,-0.0012918111,0.0036477662,0.51827224,-0.0012940063,0.001860131,0.50261481,-2.1951738e-06
1.3760893,1.0087967,-0.0012793974,0.0036264376,0.51823241,-0.0012815756,0.001842428,0.50258715,-2.1782058e-06
1.3809095,1.0075938,-0.0012705345,0.0036164917,0.51822576,-0.0012727257,0.0018296993,0.5025712,-2.1912346e-06
1.3857297,1.0070184,-0.0012617396,0.0036051578,0.51821313,-0.0012639368,0.0018170922,0.50255431,-2.1971963e-06
1.3915824,1.0071549,-0.0012511513,0.0035895489,0.51818982,-0.0012533464,0.0018019466,0.50253258,-2.1950305e-06
1.3982089,1.0084518,-0.0012392829,0.0035693435,0.51815252,-0.0012414627,0.0017850141,0.50250626,-2.179713e-06
1.4042394,1.0098427,-0.0012285817,0.0035505991,0.51811672,-0.0012307451,0.0017697542,0.50248215,-2.163405e-06
1.4091239,1.0080447,-0.0012199486,0.0035423893,0.51811637,-0.0012221318,0.0017573259,0.50246767,-2.1831538e-06
1.413662,1.0068838,-0.0012119872,0.0035336405,0.51811118,-0.001214183,0.0017458835,0.50245348,-2.1957642e-06
1.4189528,1.0067059,-0.0012027837,0.0035207695,0.51809382,-0.0012049809,0.0017327011,0.50243508,-2.1972247e-06
1.4253659,1.0073314,-0.0011917306,0.0035033235,0.51806476,-0.0011939201,0.0017169012,0.50241156,-2.1895216e-06
1.4318925,1.0093479,-0.0011806012,0.0034824723,0.51802196,-0.0011827673,0.0017010453,0.50238551,-2.1661412e-06
1.4372908,1.0088905,-0.0011714502,0.0034703341,0.51800744,-0.0011736209,0.0016879222,0.5023677,-2.1707541e-06
1.4418217,1.0069969,-0.0011638068,0.0034637733,0.51801007,-0.0011659985,0.0016768997,0.5023554,-2.1916408e-06
1.4466094,1.0064308,-0.0011558,0.0034535433,0.51799898,-0.0011579976,0.0016654085,0.5023401,-2.1975465e-06
1.4525137,1.0065913,-0.001146011,0.0034390163,0.51797709,-0.0011482062,0.0016513917,0.50231993,-2.1951608e-06
1.4592287,1.0080393,-0.0011349924,0.0034196616,0.51794008,-0.0011371705,0.0016356624,0.50229508,-2.1781931e-06
1.4640489,1.0068419,-0.0011271227,0.0034111202,0.51793544,-0.001129314,0.0016243379,0.50228113,-2.1912221e-06
1.4688692,1.0062719,-0.0011193143,0.0034011805,0.5179248,-0.0011215115,0.001613125,0.50226624,-2.197184e-06
1.4747219,1.0064149,-0.0011099149,0.0033872512,0.51790389,-0.0011121099,0.0015996587,0.5022469,-2.1950183e-06
1.4813484,1.0077191,-0.0010993807,0.0033689297,0.51786929,-0.0011015604,0.00158461,0.50222327,-2.1797011e-06
1.4873789,1.0091167,-0.0010898829,0.0033518841,0.51783593,-0.0010920463,0.0015710487,0.50220159,-2.1633933e-06
1.4922634,1.007324,-0.001082217,0.0033450394,0.51783753,-0.0010844002,0.0015599853,0.50218907,-2.1831422e-06
1.4968015,1.0061679,-0.0010751483,0.0033375502,0.51783415,-0.0010773441,0.0015498025,0.50217668,-2.1957528e-06
1.5020923,1.0059956,-0.0010669784,0.0033261375,0.51781888,-0.0010691756,0.0015380782,0.50216038,-2.1972135e-06
1.5085054,1.0066279,-0.0010571678,0.0033104444,0.51779234,-0.0010593573,0.0015240311,0.50213937,-2.1895105e-06
1.5150321,1.0086512,-0.0010472913,0.003291361,0.51775208,-0.0010494575,0.0015099429,0.50211585,-2.1661304e-06
1.5204303,1.0081994,-0.001039168,0.0032806729,0.51773964,-0.0010413388,0.0014982696,0.50210012,-2.1707435e-06
1.5249612,1.0063104,-0.0010323812,0.0032753206,0.51774401,-0.0010345729,0.0014884556,0.50208955,-2.1916303e-06
1.5297489,1.0057492,-0.0010252736,0.0032663595,0.51773474,-0.0010274712,0.0014782331,0.50207607,-2.1975361e-06
1.5356532,1.0059155,-0.0010165852,0.0032533859,0.51771509,-0.0010187803,0.0014657695,0.50205814,-2.1951506e-06
1.5423683,1.0073703,-0.001006807,0.0032357825,0.51768059,-0.0010089852,0.0014517914,0.5020358,-2.1781831e-06
1.5471885,1.0061776,-0.00099982071,0.0032284884,0.51767775,-0.0010020119,0.0014417141,0.50202364,-2.1912122e-06
1.5520087,1.0056123,-0.00099288959,0.0032197878,0.51766889,-0.00099508677,0.0014317402,0.50201052,-2.1971742e-06
1.5578615,1.005761,-0.0009845474,0.003207352,0.51765013,-0.00098674241,0.0014197674,0.50199333,-2.1950087e-06
1.5644879,1.0070715,-0.00097519967,0.0031907074,0.51761794,-0.00097737936,0.0014063954,0.50197211,-2.1796917e-06
1.5705185,1.0084748,-0.00096677204,0.0031751749,0.51758674,-0.00096893543,0.001394347,0.5019526,-2.1633841e-06
1.575403,1.0066867,-0.00095996628,0.0031695466,0.51759009,-0.00096214941,0.0013844999,0.50194182,-2.1831331e-06
1.5799411,1.0055349,-0.00095369139,0.0031631805,0.51758833,-0.00095588714,0.0013754401,0.50193104,-2.1957438e-06
1.5852319,1.0053675,-0.00094644047,0.0031530685,0.51757492,-0.00094863767,0.0013650164,0.5019166,-2.1972046e-06
1.591645,1.0060057,-0.00093773471,0.0031389397,0.51755063,-0.00093992421,0.0013525334,0.50189783,-2.1895018e-06
1.5981716,1.0080349,-0.00092897241,0.0031214345,0.51751263,-0.00093113853,0.0013400233,0.50187658,-2.1661219e-06
1.6035699,1.0075879,-0.00092176289,0.0031120413,0.51750205,-0.00092393362,0.0013296449,0.5018627,-2.1707351e-06
1.6081008,1.0057029,-0.00091573765,0.0031077688,0.51750796,-0.00091792927,0.0013209105,0.50185368,-2.191622e-06
1.6128885,1.005146,-0.00090942949,0.0030999414,0.51750032,-0.00091162702,0.0013118217,0.50184182,-2.1975279e-06
1.6187928,1.0053175,-0.00090171946,0.003088356,0.51748265,-0.0009039146,0.0013007462,0.50182587,-2.1951426e-06
1.6255079,1.0067781,-0.00089304421,0.0030723182,0.5174504,-0.00089522239,0.0012883335,0.50180576,-2.1781752e-06
1.6303281,1.0055895,-0.00088684308,0.0030661392,0.51744915,-0.00088903428,0.0012793712,0.5017952,-2.1912044e-06
1.6351483,1.0050284,-0.00088069182,0.0030585466,0.51744187,-0.00088288898,0.0012705051,0.50178366,-2.1971665e-06
1.6410011,1.005182,-0.00087328937,0.0030474465,0.51742502,-0.00087548437,0.0012598679,0.50176837,-2.1950012e-06
1.6476275,1.0064981,-0.00086499623,0.0030323016,0.51739497,-0.00086717592,0.0012479955,0.50174929,-2.1796843e-06
1.6536581,1.0079064,-0.00085751976,0.0030181222,0.51736571,-0.00085968313,0.0012373002,0.50173171,-2.1633769e-06
1.6585426,1.0061223,-0.00085147841,0.003013582,0.51737061,-0.00085366154,0.0012285412,0.50172248,-2.183126e-06
1.6630807,1.0049742,-0.00084590901,0.0030082204,0.51737027,-0.00084810475,0.0012204857,0.50171313,-2.1957367e-06
1.6683715,1.0048111,-0.00083947483,0.0029992719,0.51735853,-0.00084167203,0.0012112253,0.50170035,-2.1971976e-06
1.6747846,1.0054545,-0.00083175085,0.0029865421,0.51733623,-0.00083394034,0.0012001414,0.50168357,-2.189495e-06
1.6813113,1.0074888,-0.00082397854,0.0029704484,0.51730024,-0.00082614466,0.0011890426,0.50166432,-2.1661152e-06
1.6867096,1.0070461,-0.00081758092,0.0029622133,0.5172913,-0.00081975165,0.0011798222,0.50165209,-2.1707285e-06
1.6912404,1.0051647,-0.00081223232,0.0029589062,0.51729859,-0.00081442393,0.0011720531,0.50164444,-2.1916154e-06
1.6960282,1.0046115,-0.00080663442,0.0029520926,0.51729239,-0.00080883194,0.0011639781,0.50163401,-2.1975215e-06
1.7019325,1.0047876,-0.00079979363,0.0029417484,0.51727649,-0.00080198876,0.0011541436,0.50161983,-2.1951362e-06
1.7086475,1.0062533,-0.00079209811,0.0029271101,0.51724621,-0.00079427628,0.0011431304,0.50160171,-2.178169e-06
1.7134678,1.0050684,-0.00078659448,0.0029219279,0.51724638,-0.00078878568,0.0011351649,0.50159255,-2.1911983e-06
1.718288,1.0045109,-0.00078113593,0.0029153255,0.51724051,-0.00078333309,0.0011272889,0.50158242,-2.1971605e-06
1.7241407,1.0046688,-0.0007745682,0.002905419,0.51722535,-0.0007767632,0.0011178453,0.50156882,-2.1949953e-06
1.7307672,1.0059899,-0.00076721172,0.002891614,0.5171972,-0.0007693914,0.0011073126,0.50155164,-2.1796785e-06
1.7367978,1.0074025,-0.00076057999,0.0028786436,0.51716965,-0.00076274336,0.0010978262,0.50153577,-2.1633712e-06
1.7416823,1.005622,-0.00075521752,0.0028750751,0.51717593,-0.00075740064,0.0010900389,0.50152792,-2.1831203e-06
1.7462204,1.0044772,-0.00075027462,0.0028706106,0.51717686,-0.00075247035,0.0010828805,0.50151984,-2.1957312e-06
1.7515112,1.0043178,-0.00074456573,0.0028627009,0.51716659,-0.00074676293,0.0010746589,0.50150852,-2.1971922e-06
1.7579243,1.0049657,-0.00073771354,0.0028512202,0.51714605,-0.00073990303,0.0010648239,0.50149351,-2.1894896e-06
1.764451,1.0070047,-0.00073082029,0.0028363864,0.51711185,-0.0007329864,0.0010549849,0.50147604,-2.1661099e-06
1.7698493,1.0065658,-0.00072514355,0.0028291848,0.51710437,-0.00072731428,0.0010467979,0.50146526,-2.1707233e-06
1.7743801,1.0046875,-0.00072039571,0.0028267392,0.51711288,-0.00072258732,0.0010398903,0.50145883,-2.1916103e-06
1.7791679,1.0041375,-0.0007154284,0.0028208301,0.51710795,-0.00071762592,0.0010327197,0.50144968,-2.1975164e-06
1.7850721,1.0043176,-0.00070935932,0.002811593,0.51709361,-0.00071155445,0.0010239923,0.50143706,-2.1951313e-06
1.7917872,1.0057879,-0.00070253358,0.0027982029,0.51706511,-0.00070471175,0.0010142272,0.5014207,-2.1781641e-06
1.7966075,1.0046062,-0.00069764915,0.0027939095,0.51706652,-0.00069984034,0.0010071504,0.5014128,-2.1911935e-06
1.8014277,1.0040519,-0.00069280552,0.0027881899,0.5170619,-0.00069500268,0.0010001572,0.50140391,-2.1971557e-06
1.8072805,1.0042137,-0.00068697874,0.0027793474,0.51704824,-0.00068917373,0.00099177744,0.50139181,-2.1949906e-06
1.8139069,1.0055391,-0.00068045368,0.0027667365,0.51702177,-0.00068263335,0.00098243891,0.50137631,-2.1796739e-06
1.8199375,1.0069557,-0.00067457175,0.0027548433,0.51699574,-0.00067673512,0.00097402959,0.50136195,-2.1633667e-06
1.824822,1.0051783,-0.00066981185,0.0027521407,0.51700324,-0.00067199497,0.00096710803,0.50135532,-2.1831159e-06
1.8293601,1.0040363,-0.000665425,0.0027484753,0.5170053,-0.00066762073,0.00096074866,0.50134836,-2.1957268e-06
1.8346509,1.0038804,-0.00066035985,0.0027414908,0.51699633,-0.00066255703,0.00095345221,0.50133835,-2.1971878e-06
1.841064,1.0045323,-0.00065428138,0.0027311224,0.51697736,-0.00065647086,0.00094472944,0.5013249,-2.1894854e-06
1.8475907,1.0065753,-0.00064816828,0.0027174103,0.51694474,-0.00065033438,0.00093601214,0.50130901,-2.1661058e-06
1.852989,1.0061397,-0.00064313131,0.0027111286,0.51693855,-0.00064530202,0.00092874508,0.50129953,-2.1707192e-06
1.8575199,1.0042642,-0.00063891661,0.0027094498,0.51694814,-0.00064110821,0.00092260421,0.50129417,-2.1916063e-06
1.8623076,1.0037172,-0.0006345089,0.0027043456,0.51694435,-0.00063670642,0.00091623842,0.50128616,-2.1975124e-06
1.8682119,1.0039008,-0.00062912464,0.0026960937,0.5169314,-0.00063131977,0.00090849613,0.50127492,-2.1951273e-06
1.874927,1.0053751,-0.00062307074,0.002683814,0.51690445,-0.0006252489,0.00089984139,0.50126012,-2.1781603e-06
1.8797472,1.0041963,-0.00061873576,0.0026803112,0.51690698,-0.00062092694,0.00089355514,0.50125333,-2.1911897e-06
1.8845674,1.0036448,-0.00061443779,0.0026753768,0.51690346,-0.00061663494,0.00088734714,0.50124555,-2.197152e-06
1.8904202,1.0038101,-0.00060926848,0.0026674805,0.51689113,-0.00061146347,0.00087991356,0.50123477,-2.1949869e-06
1.8970467,1.0051392,-0.00060348116,0.0026559315,0.51686615,-0.00060566083,0.00087163681,0.50122076,-2.1796703e-06
1.9030773,1.0065593,-0.00059826454,0.002644996,0.51684147,-0.0006004279,0.00086418512,0.50120775,-2.1633631e-06
1.9079617,1.0047847,-0.00059403928,0.002643063,0.51685005,-0.0005962224,0.00085803318,0.5012022,-2.1831124e-06
1.9124999,1.0036453,-0.00059014582,0.0026401079,0.51685311,-0.00059234154,0.00085238407,0.50119624,-2.1957233e-06
1.9177907,1.0034923,-0.00058565182,0.0026339457,0.51684529,-0.00058784901,0.00084590991,0.50118738,-2.1971844e-06
1.9242037,1.0041478,-0.00058025985,0.0026245658,0.51682772,-0.00058244933,0.00083817554,0.50117532,-2.1894821e-06
1.9307304,1.0061944,-0.00057483893,0.0026118504,0.51679649,-0.00057700504,0.00083045491,0.50116083,-2.1661025e-06
1.9361287,1.0057618,-0.00057036958,0.0026063861,0.51679145,-0.0005725403,0.00082400519,0.5011525,-2.170716e-06
1.9406596,1.0038887,-0.0005666279,0.0026053885,0.516802,-0.0005688195,0.00081854549,0.5011481,-2.1916031e-06
1.9454474,1.0033443,-0.00056271669,0.0026009993,0.51679921,-0.0005649142,0.00081289468,0.50114109,-2.1975093e-06
1.9513517,1.0035311,-0.00055794,0.0025936224,0.51678749,-0.00056013513,0.0008060274,0.50113107,-2.1951243e-06
1.9580668,1.0050089,-0.00055257087,0.0025823291,0.51676192,-0.00055474903,0.00079835888,0.50111766,-2.1781572e-06
1.962887,1.0038326,-0.00054872336,0.0025795283,0.51676544,-0.00055091455,0.00079277471,0.50111185,-2.1911867e-06
1.9677072,1.0032837,-0.00054490949,0.0025752912,0.5167629,-0.00054710664,0.00078726396,0.50110505,-2.1971491e-06
1.97356,1.003452,-0.00054032349,0.0025682352,0.51675175,-0.00054251847,0.00078067054,0.50109545,-2.194984e-06
1.9801865,1.0047846,-0.00053519066,0.0025576289,0.5167281,-0.00053737033,0.00077333653,0.50108276,-2.1796674e-06
1.986217,1.0062077,-0.00053056429,0.0025475436,0.51670461,-0.00053272765,0.00076673503,0.50107095,-2.1633604e-06
1.9911015,1.0044356,-0.00052681335,0.0025462939,0.51671415,-0.00052899646,0.00076126632,0.50106635,-2.1831097e-06
1.9956397,1.0032985,-0.00052335759,0.0025439693,0.51671809,-0.00052555331,0.00075624772,0.50106128,-2.1957206e-06
2.0009305,1.0031481,-0.0005193703,0.0025385371,0.5167113,-0.00052156748,0.00075050346,0.50105344,-2.1971818e-06
2.0073435,1.0038068,-0.00051458736,0.0025300345,0.51669495,-0.00051677684,0.0007436464,0.50104261,-2.1894794e-06
2.0138702,1.0058566,-0.00050978051,0.0025182037,0.51666497,-0.00051194661,0.00073681035,0.50102936,-2.1660999e-06
2.0192685,1.0054266,-0.00050581472,0.0025134649,0.51666095,-0.00050798543,0.00073108603,0.50102205,-2.1707135e-06
2.0237994,1.0035557,-0.00050249267,0.0025130718,0.51667234,-0.00050468427,0.00072623082,0.50101849,-2.1916006e-06
2.0285872,1.0030135,-0.00049902191,0.0025093172,0.51667044,-0.00050121942,0.0007212145,0.50101237,-2.1975068e-06
2.0344915,1.0032032,-0.00049478424,0.0025027167,0.51665981,-0.00049697936,0.00071512369,0.50100345,-2.1951218e-06
2.0412066,1.0046841,-0.00049002259,0.0024922985,0.51663548,-0.00049220074,0.00070833027,0.50099126,-2.1781549e-06
2.0460268,1.0035101,-0.00048660753,0.0024901208,0.51663987,-0.00048879872,0.00070336908,0.50098633,-2.1911844e-06
2.050847,1.0029634,-0.00048322312,0.0024865024,0.51663819,-0.00048542027,0.00069847697,0.50098039,-2.1971467e-06
2.0566998,1.0031344,-0.00047915459,0.0024801918,0.51662809,-0.00048134957,0.00069262897,0.50097184,-2.1949817e-06
2.0633263,1.00447,-0.00047460239,0.002470422,0.51660561,-0.00047678206,0.00068613137,0.50096032,-2.1796652e-06
2.0693569,1.0058958,-0.00047049963,0.0024610909,0.51658318,-0.00047266299,0.00068028415,0.50094957,-2.1633582e-06
2.0742413,1.0041259,-0.00046716948,0.0024604474,0.51659357,-0.00046935259,0.00067542158,0.50094582,-2.1831075e-06
2.0787795,1.0029908,-0.00046410203,0.0024586822,0.5165983,-0.00046629775,0.00067096232,0.50094153,-2.1957185e-06
2.0840703,1.0028428,-0.00046056425,0.0024538975,0.51659242,-0.00046276143,0.00066586557,0.5009346,-2.1971797e-06
2.0904834,1.0035043,-0.00045632159,0.0024461732,0.51657716,-0.00045851107,0.00065978676,0.50092486,-2.1894774e-06
2.0970101,1.0055569,-0.00045205951,0.0024351271,0.51654828,-0.0004542256,0.00065373541,0.50091272,-2.1660979e-06
2.1024084,1.0051292,-0.00044854043,0.0024310318,0.51654516,-0.00045071115,0.00064865455,0.5009063,-2.1707115e-06
2.1069393,1.0032603,-0.00044559066,0.0024311749,0.51655731,-0.00044778226,0.00064433555,0.5009035,-2.1915986e-06
2.111727,1.0027201,-0.00044251065,0.0024279831,0.5165562,-0.00044470815,0.00063988205,0.50089817,-2.1975049e-06
2.1176313,1.0029123,-0.00043875115,0.0024220715,0.51654653,-0.00044094627,0.00063447998,0.50089021,-2.1951199e-06
2.1243464,1.004396,-0.00043452841,0.0024124295,0.51652329,-0.00043670656,0.00062846278,0.50087911,-2.178153e-06
2.1291666,1.003224,-0.000431497,0.0024108043,0.51652846,-0.00043368818,0.00062405414,0.50087495,-2.1911825e-06
2.1339868,1.0026793,-0.00042849358,0.0024077347,0.51652755,-0.00043069073,0.00061971077,0.50086979,-2.1971449e-06
2.1398396,1.0028527,-0.00042488411,0.0024020853,0.51651838,-0.00042707909,0.00061452395,0.50086216,-2.1949799e-06
2.1464661,1.0041909,-0.00042084701,0.0023930574,0.51649694,-0.00042302668,0.00060876821,0.50085169,-2.1796635e-06
2.1524967,1.0056192,-0.00041720878,0.0023843954,0.51647545,-0.00041937213,0.00060359,0.50084187,-2.1633565e-06
2.1573812,1.0038512,-0.00041425192,0.0023842895,0.51648659,-0.00041643503,0.00059926504,0.50083888,-2.1831058e-06
2.1619193,1.0027179,-0.00041152895,0.0023830204,0.51649202,-0.00041372467,0.00059530188,0.50083529,-2.1957168e-06
2.1672102,1.0025719,-0.00040838996,0.0023788101,0.51648694,-0.00041058714,0.00059077944,0.50082916,-2.197178e-06
2.1736232,1.0032359,-0.00040462661,0.002371776,0.51647266,-0.00040681609,0.0005853909,0.50082039,-2.1894757e-06
2.1801499,1.0052911,-0.00040084781,0.0023614259,0.51644475,-0.00040301391,0.00058003552,0.50080922,-2.1660963e-06
2.1855482,1.0048655,-0.00039772505,0.0023579013,0.51644244,-0.00039989576,0.00057552537,0.50080361,-2.17071e-06
2.1900791,1.0029982,-0.00039510553,0.0023585201,0.51645525,-0.00039729713,0.00057168195,0.50080147,-2.1915971e-06
2.1948669,1.0024599,-0.00039237217,0.0023558275,0.51645484,-0.00039456967,0.00056772764,0.50079684,-2.1975034e-06
2.2007712,1.0026542,-0.00038903688,0.0023505267,0.51644603,-0.000391232,0.00056293642,0.50078974,-2.1951184e-06
2.2074863,1.0041405,-0.00038529226,0.0023415732,0.51642375,-0.00038747041,0.00055760769,0.5007796,-2.1781515e-06
2.2123065,1.0029702,-0.0003826012,0.0023404382,0.51642961,-0.00038479238,0.00055368914,0.50077614,-2.1911811e-06
2.2171267,1.0024273,-0.00037993578,0.0023378552,0.51642939,-0.00038213292,0.00054983246,0.50077165,-2.1971435e-06
2.2229795,1.0026028,-0.00037673357,0.0023327922,0.51642104,-0.00037892855,0.00054523205,0.50076485,-2.1949785e-06
2.229606,1.0039434,-0.00037315345,0.0023244223,0.51640052,-0.00037533311,0.0005401343,0.5007553,-2.1796621e-06
2.2356366,1.0053738,-0.00036992733,0.0023163537,0.51637986,-0.00037209068,0.00053554947,0.50074631,-2.1633551e-06
2.2405211,1.0036076,-0.00036730165,0.0023167247,0.51639168,-0.00036948475,0.00053170134,0.50074399,-2.1831045e-06
2.2450592,1.0024759,-0.00036488429,0.0023158956,0.51639772,-0.00036708,0.0005281782,0.50074102,-2.1957155e-06
2.25035,1.0023317,-0.00036209909,0.0023121947,0.51639336,-0.00036429626,0.00052416514,0.50073561,-2.1971767e-06
2.2567631,1.0029979,-0.00035876097,0.0023057729,0.51637993,-0.00036095045,0.00051938883,0.5007277,-2.1894745e-06
2.2632898,1.0050553,-0.00035541093,0.0022960401,0.51635289,-0.00035757703,0.00051465075,0.50071739,-2.1660951e-06
2.2686881,1.0046315,-0.00035263977,0.0022930218,0.51635129,-0.00035481048,0.0005106468,0.50071249,-2.1707087e-06
2.273219,1.0027658,-0.00035031325,0.0022940623,0.51636469,-0.00035250485,0.00050722521,0.50071094,-2.1915958e-06
2.2780067,1.0022291,-0.00034788743,0.0022918125,0.51636491,-0.00035008493,0.00050371365,0.50070693,-2.1975021e-06
2.283911,1.0024254,-0.0003449285,0.0022870536,0.51635686,-0.00034712362,0.00049946426,0.50070059,-2.1951172e-06
2.2906261,1.0039138,-0.00034160804,0.0022787108,0.51633544,-0.00034378619,0.00049474617,0.50069132,-2.1781504e-06
2.2954464,1.0027451,-0.00033921894,0.0022780104,0.51634191,-0.00034141012,0.00049126232,0.50068846,-2.1911799e-06
2.3002666,1.0022037,-0.00033685339,0.0022758592,0.51634229,-0.00033905053,0.00048783734,0.50068458,-2.1971423e-06
2.3061194,1.0023811,-0.0003340125,0.0022713164,0.51633467,-0.00033620748,0.00048375707,0.50067851,-2.1949774e-06
2.3127459,1.0037239,-0.0003308378,0.0022635301,0.51631498,-0.00033301746,0.00047924296,0.50066978,-2.179661e-06
2.3187765,1.0051562,-0.0003279773,0.0022559879,0.51629506,-0.00033014065,0.00047518446,0.50066153,-2.163354e-06
2.3236609,1.0033914,-0.00032564544,0.0022567818,0.51630746,-0.00032782854,0.00047175928,0.5006598,-2.1831034e-06
2.3281991,1.0022611,-0.00032349922,0.002256343,0.51631406,-0.00032569493,0.00046862645,0.50065737,-2.1957144e-06
2.3334899,1.0021186,-0.0003210279,0.0022530939,0.51631033,-0.00032322507,0.00046506522,0.5006526,-2.1971757e-06
2.339903,1.0027868,-0.00031806705,0.0022472152,0.51629767,-0.00032025653,0.00046083198,0.50064545,-2.1894735e-06
2.3464297,1.0048462,-0.0003150974,0.00223803,0.5162714,-0.00031726349,0.00045664146,0.50063591,-2.1660941e-06
2.351828,1.004424,-0.00031263817,0.0022354607,0.51627042,-0.00031480888,0.00045308653,0.50063164,-2.1707078e-06
2.3563589,1.0025596,-0.00031057161,0.0022368755,0.51628435,-0.00031276321,0.00045003912,0.50063062,-2.1915949e-06
2.3611466,1.0020243,-0.00030841864,0.0022350184,0.51628512,-0.00031061614,0.00044692031,0.50062716,-2.1975012e-06
2.3670509,1.0022223,-0.00030579361,0.0022307401,0.51627775,-0.00030798873,0.00044315154,0.5006215,-2.1951163e-06
2.373766,1.0037128,-0.00030284947,0.002222939,0.51625709,-0.00030502762,0.00043897513,0.50061298,-2.1781495e-06
2.3785863,1.0025455,-0.00030072827,0.0022226242,0.51626409,-0.00030291945,0.00043587689,0.50061066,-2.191179e-06
2.3834065,1.0020055,-0.00029862877,0.0022208559,0.51626502,-0.00030082591,0.00043283484,0.50060732,-2.1971415e-06
2.3892593,1.0021845,-0.00029610844,0.0022167746,0.51625805,-0.00029830342,0.00042921598,0.5006019,-2.1949766e-06
